seq_id	sample	species	gene	geneLength
ODOLMAEB_01093	KY770850	BAT	Spike glycoprotein	4175
NMICGJMG_00268	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	Nucleoprotein	1259
ODOLMAEB_00673	KC881006	BAT	hypothetical protein	365
NMICGJMG_00491	hCoV-19/Wuhan/HBCDC-HB-03/2019	WUHAN	Protein 3a	827
ODOLMAEB_00737	KJ473797	BAT	Corona_pk3	61
NMICGJMG_00272	hCoV-19/Wuhan/IVDC-HB-04/2020	WUHAN	Corona_FSE	81
EBIIEENH_01348	BetaCoV/Germany/ChVir3214/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_01325	BetaCoV/Germany/ChVir3210/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01325	3821
EBIIEENH_00409	BetaCoV/Rhein-Neckar-Kreis/ChVir1946/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00409	13217
ODOLMAEB_01063	KY417151	BAT	Replicase polyprotein 1a	13148
NMICGJMG_00514	hCoV-19/Wuhan/HBCDC-HB-04/2019	WUHAN	s2m	42
ODOLMAEB_01620	MH687937	BAT	Replicase polyprotein 1ab	7838
NMICGJMG_00135	GWHACAZ01000001	WUHAN	Membrane protein	668
EBIIEENH_00135	BetaCoV/Munich/BavPat14-ChVir1483/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00135	131
ODOLMAEB_01935	KJ473810	BAT	Nucleoprotein	1151
NMICGJMG_00477	hCoV-19/Wuhan/HBCDC-HB-02/2019	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00554	JQ989267	BAT	Corona_pk3	62
NMICGJMG_00251	GWHACDJ01000001	WUHAN	hypothetical protein	185
EBIIEENH_01421	BetaCoV/Germany/ChVir3221/2020	CHAIRITE	s2m	42
EBIIEENH_00699	BetaCoV/Berlin/MD572007047/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00699	185
NMICGJMG_00558	hCoV-19/Wuhan/HBCDC-HB-05/2020	WUHAN	Protein 3a	827
NMICGJMG_00131	GWHACAZ01000001	WUHAN	Corona_FSE	81
ODOLMAEB_01251	MG772933	BAT	Protein 7a	365
ODOLMAEB_01247	MG772933	BAT	Protein 3a	827
EBIIEENH_00459	BetaCoV/Berlin/ChVir1963/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00459	155
ODOLMAEB_01950	KJ473808	BAT	hypothetical protein	689
NMICGJMG_00361	hCoV-19/Wuhan/WIV07/2019	WUHAN	s2m	42
EBIIEENH_01013	BetaCoV/Germany/ChVir2125/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01013	131
EBIIEENH_00243	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00243	3821
NMICGJMG_00568	hCoV-19/Wuhan/HBCDC-HB-06/2020	WUHAN	Replicase polyprotein 1ab	7787
EBIIEENH_00855	BetaCoV/Rastede/ChVir2098/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00855	185
ODOLMAEB_02300	KT253270	BAT	Corona_pk3	62
ODOLMAEB_00992	KY417145	BAT	Protein 7a	368
EBIIEENH_00262	BetaCoV/Rhein-Kreis-Neuss/MD572006610/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00262	365
NMICGJMG_00483	hCoV-19/Wuhan/HBCDC-HB-02/2019	WUHAN	hypothetical protein	365
NMICGJMG_00398	hCoV-19/Wuhan/IPBCAMS-WH-04/2019	WUHAN	Nucleoprotein	1259
EBIIEENH_01355	BetaCoV/Germany/ChVir3214/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01355	365
CGIJCJNJ_00059	MT072864	PANGOLIN	Membrane protein	668
ODOLMAEB_01211	MG596803	BAT	Corona_FSE	84
ODOLMAEB_01186	MF167434	BAT	hypothetical protein	299
ODOLMAEB_00485	MN996532	BAT	hypothetical protein	131
EBIIEENH_00553	BetaCoV/Germany/ChVir1993/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00553	3821
ODOLMAEB_02111	KT444582	BAT	Corona_FSE	81
ODOLMAEB_01144	KY799179	BAT	Replicase polyprotein 1a	12482
ODOLMAEB_02065	MK211370	BAT	Nucleoprotein	1184
ODOLMAEB_01146	KY799179	BAT	Replicase polyprotein 1ab	7874
ODOLMAEB_02074	MK211371	BAT	Membrane protein	686
ODOLMAEB_01710	MH687946	BAT	hypothetical protein	230
ODOLMAEB_00606	JQ989272	BAT	Replicase polyprotein 1ab	7841
EBIIEENH_00112	BetaCoV/Munich/BavPat11-ChVir1459/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00112	365
EBIIEENH_01089	BetaCoV/Flensburg/ChVir3052/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01089	185
EBIIEENH_01100	BetaCoV/Berlin/572007091/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01100	827
NMICGJMG_00519	hCoV-19/Wuhan/HBCDC-HB-02/2020	WUHAN	Protein 3a	827
EBIIEENH_01316	BetaCoV/Germany/ChVir3203/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01316	365
ODOLMAEB_00930	KY073747	BAT	Spike glycoprotein	4094
ODOLMAEB_00173	EF065510	BAT	Corona_FSE	84
NMICGJMG_00113	GWHACAX01000001	WUHAN	hypothetical protein	131
ODOLMAEB_02336	KF294457	BAT	Protein 3a	719
EBIIEENH_01107	BetaCoV/Berlin/572007091/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01107	155
EBIIEENH_01053	BetaCoV/Kiel/ChVir3038/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01053	365
CGIJCJNJ_00056	MT072864	PANGOLIN	Spike glycoprotein	3809
ODOLMAEB_01792	MH687956	BAT	hypothetical protein	230
ODOLMAEB_01810	MH687958	BAT	hypothetical protein	674
ODOLMAEB_00120	EF065505	BAT	hypothetical protein	275
EBIIEENH_01291	BetaCoV/Germany/ChVir3201/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01291	365
NMICGJMG_00158	GWHACBB01000001	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00482	MN996532	BAT	Membrane protein	665
ODOLMAEB_01939	KJ473807	BAT	Replicase polyprotein 1ab	7919
EBIIEENH_00602	BetaCoV/Berlin/MD572006634/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00602	13217
EBIIEENH_00142	BetaCoV/Munich/BavPat15-ChVir1484-ChVir1536/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00142	3821
ODOLMAEB_02195	KJ473816	BAT	hypothetical protein	368
EBIIEENH_01161	BetaCoV/Berlin/MD572006599/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01161	7787
EBIIEENH_01012	BetaCoV/Germany/ChVir2125/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01012	365
ODOLMAEB_01960	MK211374	BAT	Protein 3a	824
ODOLMAEB_01847	MH687962	BAT	hypothetical protein	230
EBIIEENH_01383	BetaCoV/Germany/ChVir3218/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01383	155
ODOLMAEB_01974	MK211373	BAT	Spike glycoprotein	4052
EBIIEENH_00019	BetaCoV/Munich/BavPat4-ChVir1019/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00019	668
ODOLMAEB_02360	KY352407	BAT	Protein 3a	806
ODOLMAEB_02088	KJ473821	BAT	Replicase polyprotein 1a	13478
ODOLMAEB_00470	GU190215	BAT	Spike glycoprotein	3779
ODOLMAEB_01019	KY417147	BAT	hypothetical protein	134
ODOLMAEB_00908	KY073744	BAT	hypothetical protein	287
EBIIEENH_00275	BetaCoV/Berlin/ChVir1670/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00275	365
ODOLMAEB_01896	MH687967	BAT	hypothetical protein	224
NMICGJMG_00166	GWHACBB01000001	WUHAN	hypothetical protein	155
NMICGJMG_00265	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	Protein 7a	365
EBIIEENH_00867	BetaCoV/Rastede/ChVir2099/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00867	668
EBIIEENH_00239	BetaCoV/Rhein-Kreis-Neuss/ChVir1671/2020	CHAIRITE	s2m	42
ODOLMAEB_02279	MG693169	BAT	hypothetical protein	566
NMICGJMG_00013	2019-nCoV_WH01	WUHAN	s2m	42
ODOLMAEB_01320	MH002337	BAT	Non-structural protein ORF4b	701
NMICGJMG_00255	GWHACDJ01000001	WUHAN	Nucleoprotein	1259
ODOLMAEB_00736	KJ473797	BAT	hypothetical protein	449
ODOLMAEB_02253	MG693168	BAT	Corona_FSE	84
ODOLMAEB_01593	MH687934	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_00801	KP886808	BAT	Protein 7a	368
ODOLMAEB_02243	MG693170	BAT	Replicase polyprotein 1ab	7763
ODOLMAEB_01679	MH687943	BAT	Replicase polyprotein 1ab	7838
NMICGJMG_00548	hCoV-19/Wuhan/HBCDC-HB-04/2020	WUHAN	Protein 7a	365
ODOLMAEB_02013	MK211377	BAT	Protein 3a	824
ODOLMAEB_01612	MH687936	BAT	Spike glycoprotein	4115
EBIIEENH_00452	BetaCoV/Berlin/ChVir1963/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00452	3821
ODOLMAEB_00910	KY073745	BAT	Replicase polyprotein 1a	12341
CGIJCJNJ_00003	MT040333	PANGOLIN	Replicase polyprotein 1ab	7787
ODOLMAEB_00437	GQ153546	BAT	hypothetical protein	134
EBIIEENH_00511	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00511	155
ODOLMAEB_02250	MG693170	BAT	hypothetical protein	449
EBIIEENH_01486	EPI_ISL_406862|Europe-Germany-Bavaria-Munich|2020-01-28	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01486	7787
NMICGJMG_00261	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	Spike glycoprotein	3821
EBIIEENH_00574	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00574	155
EBIIEENH_00936	BetaCoV/Germany/ChVir2111/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00936	365
ODOLMAEB_02167	KJ473815	BAT	Envelope small membrane protein	230
EBIIEENH_00705	BetaCoV/Berlin/MD572007047/2020	CHAIRITE	s2m	42
ODOLMAEB_00155	EF065508	BAT	Non-structural protein ORF4b	701
EBIIEENH_00605	BetaCoV/Berlin/MD572006634/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00605	3821
EBIIEENH_01169	BetaCoV/Berlin/MD572006599/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01169	1259
ODOLMAEB_02199	MF094687	BAT	Corona_FSE	78
ODOLMAEB_00215	EF065513	BAT	Nucleoprotein	1406
NMICGJMG_00302	hCoV-19/Wuhan/IPBCAMS-WH-01/2019	WUHAN	Membrane protein	668
ODOLMAEB_01427	MH938450	BAT	Replicase polyprotein 1ab	7817
NMICGJMG_00161	GWHACBB01000001	WUHAN	hypothetical protein	185
NMICGJMG_00067	GWHACAU01000001	WUHAN	Corona_FSE	81
EBIIEENH_00082	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00082	3821
EBIIEENH_01072	BetaCoV/Kiel/CSpecVir3045/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01072	7787
ODOLMAEB_01263	MG772934	BAT	Protein 7a	365
ODOLMAEB_01448	MK720944	BAT	Spike glycoprotein	4097
EBIIEENH_00349	BetaCoV/Berlin/ChVir1897/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00349	668
NMICGJMG_00134	GWHACAZ01000001	WUHAN	Protein 3a	827
NMICGJMG_00146	GWHACBA01000001	WUHAN	Protein 3a	827
EBIIEENH_00826	BetaCoV/Bremerhaven/ChVir2027/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00826	3821
ODOLMAEB_02282	KT253272	BAT	Replicase polyprotein 1a	12278
ODOLMAEB_01242	MG762674	BAT	hypothetical protein	443
EBIIEENH_00260	BetaCoV/Rhein-Kreis-Neuss/MD572006610/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00260	365
EBIIEENH_00865	BetaCoV/Rastede/ChVir2099/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00865	3821
EBIIEENH_01105	BetaCoV/Berlin/572007091/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01105	365
EBIIEENH_01358	BetaCoV/Germany/ChVir3214/2020	CHAIRITE	s2m	42
EBIIEENH_00913	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	s2m	42
CGIJCJNJ_00023	MT040334	PANGOLIN	Nucleoprotein	1253
NMICGJMG_00150	GWHACBA01000001	WUHAN	hypothetical protein	131
EBIIEENH_01182	BetaCoV/Germany/ChVir3184/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01182	1259
NMICGJMG_00012	2019-nCoV_WH01	WUHAN	hypothetical protein	155
NMICGJMG_00211	GWHACDG01000001	WUHAN	Membrane protein	668
EBIIEENH_00439	BetaCoV/Berlin/ChVir1960/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00439	827
NMICGJMG_00214	GWHACDG01000001	WUHAN	hypothetical protein	131
NMICGJMG_00564	hCoV-19/Wuhan/HBCDC-HB-05/2020	WUHAN	Nucleoprotein	1259
ODOLMAEB_00942	KY073748	BAT	Nucleoprotein	1199
ODOLMAEB_00147	EF065507	BAT	Membrane protein	659
ODOLMAEB_02194	KJ473816	BAT	hypothetical protein	134
ODOLMAEB_00302	EU420137	BAT	hypothetical protein	224
ODOLMAEB_02339	KF294457	BAT	hypothetical protein	191
EBIIEENH_00626	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00626	155
ODOLMAEB_00973	KY417144	BAT	Spike glycoprotein	3770
ODOLMAEB_01911	KJ473806	BAT	Replicase polyprotein 1a	11969
ODOLMAEB_01868	MH687964	BAT	Membrane protein	686
EBIIEENH_00205	BetaCoV/Heidelberg/ChVir1611/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00205	827
NMICGJMG_00341	hCoV-19/Wuhan/WIV06/2019	WUHAN	Membrane protein	668
ODOLMAEB_02345	KF569996	BAT	Corona_FSE	81
CGIJCJNJ_00082	MT072865.1	PANGOLIN	Nucleoprotein	1253
EBIIEENH_01124	BetaCoV/Bad-Duerkheim-Kreis/2013281/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01124	7787
ODOLMAEB_01069	KY417151	BAT	Membrane protein	665
ODOLMAEB_01967	MK211374	BAT	Nucleoprotein	1265
NMICGJMG_00172	GWHACBD01000001	WUHAN	Protein 3a	827
EBIIEENH_00654	BetaCoV/Berlin/MD572006901a/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00654	13217
ODOLMAEB_00296	EU420137	BAT	Coronavirus_5p_sl_1_2	68
NMICGJMG_00025	2019-nCoV_WH04	WUHAN	hypothetical protein	155
ODOLMAEB_01867	MH687964	BAT	hypothetical protein	230
ODOLMAEB_00268	EF203065	BAT	hypothetical protein	689
NMICGJMG_00536	hCoV-19/Wuhan/HBCDC-HB-03/2020	WUHAN	hypothetical protein	131
ODOLMAEB_00622	JQ989273	BAT	Membrane protein	680
NMICGJMG_00225	GWHACDH01000001	WUHAN	hypothetical protein	185
EBIIEENH_00764	BetaCoV/Berlin/MD572007095a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00764	185
ODOLMAEB_02117	KT444582	BAT	hypothetical protein	191
NMICGJMG_00202	GWHACDF01000001	WUHAN	hypothetical protein	131
ODOLMAEB_00706	KF636752	BAT	Membrane protein	671
ODOLMAEB_00217	EF065513	BAT	hypothetical protein	449
EBIIEENH_01058	BetaCoV/Neumuenster/ChVir3042/2020	CHAIRITE	Corona_FSE	81
NMICGJMG_00584	hCoV-19/Wuhan/IVDC-HB-GX02/2019	WUHAN	Membrane protein	668
ODOLMAEB_01090	KY770850	BAT	Replicase polyprotein 1a	10772
EBIIEENH_00274	BetaCoV/Berlin/ChVir1670/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00274	131
ODOLMAEB_00634	JX993987	BAT	hypothetical protein	191
EBIIEENH_00478	BetaCoV/Germany/ChVir1967/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00478	827
EBIIEENH_01430	BetaCoV/Berlin/MD572013107/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01430	131
NMICGJMG_00503	hCoV-19/Wuhan/HBCDC-HB-04/2019	WUHAN	Corona_FSE	81
ODOLMAEB_00378	GQ153542	BAT	Corona_FSE	81
ODOLMAEB_00722	KJ473796	BAT	Spike glycoprotein	4130
EBIIEENH_00662	BetaCoV/Berlin/MD572006901a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00662	131
ODOLMAEB_01006	KY417146	BAT	hypothetical protein	134
EBIIEENH_00975	BetaCoV/Germany/ChVir2118/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00975	365
ODOLMAEB_01255	MG772934	BAT	Replicase polyprotein 1a	13139
ODOLMAEB_00045	DQ084200	BAT	Envelope small membrane protein	230
ODOLMAEB_02085	MK211372	BAT	Nucleoprotein	1184
EBIIEENH_00076	BetaCoV/Munich/BavPat7-ChVir1289/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00076	1259
ODOLMAEB_01420	MH938449	BAT	hypothetical protein	653
NMICGJMG_00481	hCoV-19/Wuhan/HBCDC-HB-02/2019	WUHAN	Protein 7a	365
ODOLMAEB_00047	DQ084200	BAT	hypothetical protein	191
EBIIEENH_01456	BetaCoV/Berlin/572006643/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01456	1259
ODOLMAEB_01837	MH687961	BAT	hypothetical protein	674
ODOLMAEB_00944	KY417142	BAT	Replicase polyprotein 1a	13148
NMICGJMG_00249	GWHACDJ01000001	WUHAN	Protein 3a	827
EBIIEENH_01477	EPI_ISL_412912|Europe-Germany-Baden-Wuerttemberg-unknown|2020-02-25	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01477	668
EBIIEENH_00712	BetaCoV/Berlin/MD572007356a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00712	185
ODOLMAEB_00503	HM211099	BAT	Spike glycoprotein	3842
ODOLMAEB_01257	MG772934	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00130	EF065506	BAT	Spike glycoprotein	4034
ODOLMAEB_00317	EU420139	BAT	Replicase polyprotein 1ab	7829
EBIIEENH_00138	BetaCoV/Munich/BavPat14-ChVir1483/2020	CHAIRITE	s2m	42
ODOLMAEB_01033	KY417148	BAT	hypothetical protein	365
NMICGJMG_00493	hCoV-19/Wuhan/HBCDC-HB-03/2019	WUHAN	hypothetical protein	185
EBIIEENH_00722	BetaCoV/Berlin/MD572007356/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00722	3821
ODOLMAEB_00535	JQ989266	BAT	Corona_FSE	78
EBIIEENH_01256	BetaCoV/Germany/ChVir3196/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01256	155
ODOLMAEB_00658	KC881005	BAT	Protein 7a	368
ODOLMAEB_00016	DQ071615	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00472	GU190215	BAT	Membrane protein	683
ODOLMAEB_01355	MH002340	BAT	Envelope small membrane protein	248
ODOLMAEB_01127	KY770859	BAT	hypothetical protein	191
ODOLMAEB_01652	MH687940	BAT	Spike glycoprotein	4118
EBIIEENH_00832	BetaCoV/Bremerhaven/ChVir2027/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00832	365
ODOLMAEB_00297	EU420137	BAT	hypothetical protein	12974
ODOLMAEB_01158	KY938558	BAT	Protein 3a	824
EBIIEENH_00831	BetaCoV/Bremerhaven/ChVir2027/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00831	131
ODOLMAEB_00318	EU420139	BAT	Spike glycoprotein	4127
EBIIEENH_00841	BetaCoV/Bremerhaven/ChVir2097/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00841	668
ODOLMAEB_00228	EF065514	BAT	hypothetical protein	443
ODOLMAEB_01073	KY417151	BAT	hypothetical protein	134
ODOLMAEB_01957	MK211374	BAT	Corona_FSE	81
NMICGJMG_00145	GWHACBA01000001	WUHAN	Spike glycoprotein	3821
EBIIEENH_00090	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	s2m	42
ODOLMAEB_01396	MH697599	BAT	Replicase polyprotein 1ab	7838
ODOLMAEB_00777	KJ473820	BAT	Non-structural protein ORF4b	707
NMICGJMG_00132	GWHACAZ01000001	WUHAN	Replicase polyprotein 1ab	7787
NMICGJMG_00535	hCoV-19/Wuhan/HBCDC-HB-03/2020	WUHAN	Protein 7a	365
ODOLMAEB_00410	GQ153544	BAT	Protein 7a	368
EBIIEENH_01156	BetaCoV/Berlin/2011915/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01156	1259
EBIIEENH_00189	BetaCoV/Duesseldorf/ChVir1601/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_00683	KF367457	BAT	hypothetical protein	191
ODOLMAEB_00586	JQ989270	BAT	Membrane protein	689
NMICGJMG_00178	GWHACBD01000001	WUHAN	Nucleoprotein	1259
ODOLMAEB_01890	MH687966	BAT	Corona_pk3	62
EBIIEENH_00591	BetaCoV/Berlin/ChVir2192/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00591	7787
NMICGJMG_00445	hCoV-19/env/Wuhan/IVDC-HBF13-20/2020	WUHAN	Membrane protein	668
ODOLMAEB_01057	KY417150	BAT	hypothetical protein	509
ODOLMAEB_01791	MH687956	BAT	hypothetical protein	674
EBIIEENH_00343	BetaCoV/Berlin/ChVir1716/2020	CHAIRITE	s2m	42
ODOLMAEB_01538	MN611522	BAT	Replicase polyprotein 1a	12182
EBIIEENH_01022	BetaCoV/Germany/ChVir2127/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01022	827
EBIIEENH_00429	BetaCoV/Berlin/ChVir1959/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00429	365
EBIIEENH_00044	BetaCoV/Munich/BavPat6-ChVir1247/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00044	827
EBIIEENH_00169	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00169	668
ODOLMAEB_01192	MF370205	BAT	hypothetical protein	3392
EBIIEENH_00517	BetaCoV/Berlin/ChVir1970/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00517	827
NMICGJMG_00034	2019-nCoV_WH03	WUHAN	Protein 7a	365
ODOLMAEB_02087	MK211372	BAT	Corona_pk3	62
ODOLMAEB_01645	MH687939	BAT	Membrane protein	683
EBIIEENH_00032	BetaCoV/Munich/BavPat3-ChVir1020/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00032	668
ODOLMAEB_00830	KU182964	BAT	s2m	42
EBIIEENH_00890	BetaCoV/Berlin/MD572006377/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00890	7787
NMICGJMG_00227	GWHACDH01000001	WUHAN	hypothetical protein	131
ODOLMAEB_00537	JQ989266	BAT	Spike glycoprotein	4055
ODOLMAEB_01548	MN611523	BAT	Coronavirus_5p_sl_1_2	70
NMICGJMG_00296	hCoV-19/Wuhan/IVDC-HB-05/2019	WUHAN	s2m	42
ODOLMAEB_01482	MN065811	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_01573	MN611525	BAT	hypothetical protein	656
ODOLMAEB_01454	MK720945	BAT	Coronavirus_5p_sl_1_2	69
ODOLMAEB_00068	DQ412043	BAT	Replicase polyprotein 1ab	7886
NMICGJMG_00347	hCoV-19/Wuhan/WIV06/2019	WUHAN	hypothetical protein	155
EBIIEENH_01032	BetaCoV/Germany/ChVir3003/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00977	BetaCoV/Germany/ChVir2118/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00977	155
ODOLMAEB_02160	KJ473813	BAT	Nucleoprotein	1265
ODOLMAEB_01794	MH687956	BAT	Nucleoprotein	1184
ODOLMAEB_01763	MH687952	BAT	Membrane protein	683
ODOLMAEB_01217	MG596803	BAT	hypothetical protein	683
ODOLMAEB_02130	KJ473812	BAT	Membrane protein	665
EBIIEENH_00213	BetaCoV/Heidelberg/ChVir1611/2020	CHAIRITE	s2m	42
ODOLMAEB_00226	EF065514	BAT	hypothetical protein	1412
EBIIEENH_00565	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00565	7787
CGIJCJNJ_00042	MT040336	PANGOLIN	Replicase polyprotein 1ab	7787
EBIIEENH_01143	BetaCoV/Germany/2012320/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01143	1259
EBIIEENH_00761	BetaCoV/Berlin/MD572007095a/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00761	3821
CGIJCJNJ_00008	MT040333	PANGOLIN	hypothetical protein	185
ODOLMAEB_00421	GQ153545	BAT	Membrane protein	665
EBIIEENH_01447	BetaCoV/Berlin/572006643/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_02114	KT444582	BAT	Protein 3a	824
ODOLMAEB_00870	KX442564	BAT	hypothetical protein	311
ODOLMAEB_01613	MH687936	BAT	hypothetical protein	674
EBIIEENH_00571	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00571	131
ODOLMAEB_01923	KJ473809	BAT	hypothetical protein	623
ODOLMAEB_01667	MH687942	BAT	Replicase polyprotein 1a	12386
NMICGJMG_00436	hCoV-19/Wuhan/WHU01/2020	WUHAN	hypothetical protein	365
ODOLMAEB_00896	KX574227	BAT	hypothetical protein	677
